mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09602,31.777479999999997,2019-06-26 07:22:00,7.1,179,178.3,15
413812193,121.09618,31.77546,2019-06-26 07:24:00,7.1,174,174.5,0
413812193,121.096375,31.770429999999998,2019-06-26 07:26:00,7.2000003,181,181.40001,0
413812193,121.0964,31.767346999999997,2019-06-26 07:28:00,7.2000003,176,176.5,0
413812193,121.09648,31.763316999999997,2019-06-26 07:30:00,7.3,181,181.3,0
413812193,121.09614599999999,31.7552,2019-06-26 07:34:00,7.3,186,186.8,0
413812193,121.09496999999999,31.750096999999997,2019-06-26 07:36:00,7.5,186,185.90001,0
413812193,121.09645,31.746683,2019-06-26 07:38:00,6.3,154,154.6,15
413812193,121.09678999999998,31.744017,2019-06-26 07:40:00,6.9,186,186.7,0
413812193,121.09383999999999,31.733759999999997,2019-06-26 07:44:00,7.7000003,198,199.6,0
