mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09042,31.725579999999997,2019-06-25 11:12:00,0.0,20,270.4,0
413812193,121.09389499999999,31.731314,2019-06-25 11:22:00,6.3,15,15.3,0
413812193,121.09650400000001,31.741877000000002,2019-06-25 11:28:00,5.5,18,14.7,0
413812193,121.09771,31.747168,2019-06-25 11:32:00,5.5,10,10.7,0
413812193,121.09853000000001,31.754986,2019-06-25 11:38:00,2.5,5,5.1,15
413812193,121.0996,31.760717,2019-06-25 11:42:00,5.4,5,0.8,0
413812193,121.09877,31.768016999999997,2019-06-25 11:46:00,6.1,347,347.7,0
